2025-04-19 10:00:54,FAN001,EXHAUST_FAN,PARTIAL,55.714285714285715,OK
2025-04-19 10:00:54,FAN002,EXHAUST_FAN,PARTIAL,55.714285714285715,OK
2025-04-19 10:00:54,FAN003,EXHAUST_FAN,PARTIAL,55.714285714285715,OK
2025-04-19 10:00:54,FAN004,EXHAUST_FAN,PARTIAL,55.714285714285715,OK
2025-04-19 10:00:54,CUR001,CURTAIN,PARTIAL,55.714285714285715,OK
2025-04-19 10:00:54,CUR002,CURTAIN,PARTIAL,55.714285714285715,OK
2025-04-19 10:00:54,INL001,INLET,PARTIAL,20.0,OK
2025-04-19 10:00:54,INL002,INLET,PARTIAL,20.0,OK
2025-04-19 10:00:54,INL003,INLET,PARTIAL,20.0,OK
2025-04-19 10:00:54,INL004,INLET,PARTIAL,20.0,OK
2025-04-19 10:00:54,HTR001,HEATER,OFF,N/A,OK
2025-04-19 10:00:54,HTR002,HEATER,OFF,N/A,OK
2025-04-19 10:00:54,NEB001,NEBULIZER,OFF,N/A,OK
2025-04-19 10:00:54,NEB002,NEBULIZER,OFF,N/A,OK
2025-04-19 10:00:54,ALM001,ALARM,OFF,N/A,OK
2025-04-19 10:00:54,ALM002,ALARM,OFF,N/A,OK
2025-04-19 10:02:54,FAN001,EXHAUST_FAN,PARTIAL,55.714285714285715,OK
2025-04-19 10:02:54,FAN002,EXHAUST_FAN,PARTIAL,55.714285714285715,OK
2025-04-19 10:02:54,FAN003,EXHAUST_FAN,PARTIAL,55.714285714285715,OK
2025-04-19 10:02:54,FAN004,EXHAUST_FAN,PARTIAL,55.714285714285715,OK
2025-04-19 10:02:54,CUR001,CURTAIN,PARTIAL,55.714285714285715,OK
2025-04-19 10:02:54,CUR002,CURTAIN,PARTIAL,55.714285714285715,OK
2025-04-19 10:02:54,INL001,INLET,PARTIAL,20.0,OK
2025-04-19 10:02:54,INL002,INLET,PARTIAL,20.0,OK
2025-04-19 10:02:54,INL003,INLET,PARTIAL,20.0,OK
2025-04-19 10:02:54,INL004,INLET,PARTIAL,20.0,OK
2025-04-19 10:02:54,HTR001,HEATER,OFF,N/A,OK
2025-04-19 10:02:54,HTR002,HEATER,OFF,N/A,OK
2025-04-19 10:02:54,NEB001,NEBULIZER,OFF,N/A,OK
2025-04-19 10:02:54,NEB002,NEBULIZER,OFF,N/A,OK
2025-04-19 10:02:54,ALM001,ALARM,OFF,N/A,OK
2025-04-19 10:02:54,ALM002,ALARM,OFF,N/A,OK
2025-04-19 10:03:54,FAN001,EXHAUST_FAN,PARTIAL,60.71428571428571,OK
2025-04-19 10:03:54,FAN002,EXHAUST_FAN,PARTIAL,60.71428571428571,OK
2025-04-19 10:03:54,FAN003,EXHAUST_FAN,PARTIAL,60.71428571428571,OK
2025-04-19 10:03:54,FAN004,EXHAUST_FAN,PARTIAL,60.71428571428571,OK
2025-04-19 10:03:54,CUR001,CURTAIN,PARTIAL,60.71428571428571,OK
2025-04-19 10:03:54,CUR002,CURTAIN,PARTIAL,60.71428571428571,OK
2025-04-19 10:03:54,INL001,INLET,PARTIAL,20.0,OK
2025-04-19 10:03:54,INL002,INLET,PARTIAL,20.0,OK
2025-04-19 10:03:54,INL003,INLET,PARTIAL,20.0,OK
2025-04-19 10:03:54,INL004,INLET,PARTIAL,20.0,OK
2025-04-19 10:03:54,HTR001,HEATER,OFF,N/A,OK
2025-04-19 10:03:54,HTR002,HEATER,OFF,N/A,OK
2025-04-19 10:03:54,NEB001,NEBULIZER,OFF,N/A,OK
2025-04-19 10:03:54,NEB002,NEBULIZER,OFF,N/A,OK
2025-04-19 10:03:54,ALM001,ALARM,OFF,N/A,OK
2025-04-19 10:03:54,ALM002,ALARM,OFF,N/A,OK
